dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,249.263398,211.019903,148.568159,20.149816,-12.595441,0.639328,6.206936
0.020000,249.660232,210.989947,148.966123,19.898160,-12.582791,0.632502,6.208744
0.020000,250.052105,210.961072,149.359058,19.646755,-12.570224,0.628310,6.210518
0.020000,250.439017,210.933245,149.746970,19.395600,-12.557739,0.624264,6.212260
0.020000,250.820971,210.906438,150.129864,19.144693,-12.545395,0.617194,6.213968
0.020000,251.197969,210.880619,150.507744,18.894023,-12.533502,0.594672,6.215645
0.020000,251.570011,210.855760,150.880616,18.643604,-12.520918,0.629174,6.217289
0.020000,251.937101,210.831833,151.248484,18.393413,-12.509533,0.569258,6.218901
0.020000,252.299239,210.808809,151.611354,18.143468,-12.497264,0.613463,6.220483
0.020000,252.656428,210.786661,151.969229,17.893754,-12.485729,0.576742,6.222033
0.020000,253.008670,210.765363,152.322114,17.644265,-12.474449,0.563991,6.223554
0.020000,253.355967,210.744888,152.670014,17.395008,-12.462838,0.580572,6.225044
0.020000,253.698322,210.725212,153.012934,17.145976,-12.451575,0.563124,6.226504
0.020000,254.035736,210.706309,153.350877,16.897162,-12.440714,0.543085,6.227936
0.020000,254.368212,210.688155,153.683849,16.648570,-12.429587,0.556323,6.229338
0.020000,254.695753,210.670727,154.011852,16.400198,-12.418606,0.549054,6.230712
0.020000,255.018360,210.654001,154.334893,16.152032,-12.408308,0.514893,6.232057
0.020000,255.336037,210.637954,154.652975,15.904083,-12.397443,0.543262,6.233375
0.020000,255.648785,210.622566,154.966101,15.656332,-12.387537,0.495295,6.234665
0.020000,255.956607,210.607813,155.274277,15.408794,-12.376930,0.530343,6.235928
0.020000,256.259507,210.593676,155.577506,15.161454,-12.366997,0.496689,6.237164
0.020000,256.557485,210.580134,155.875793,14.914311,-12.357168,0.491414,6.238374
0.020000,256.850546,210.567167,156.169140,14.667362,-12.347443,0.486257,6.239557
0.020000,257.138691,210.554755,156.457552,14.420605,-12.337819,0.481208,6.240715
0.020000,257.421923,210.542879,156.741033,14.174039,-12.328294,0.476258,6.241847
0.020000,257.700244,210.531522,157.019586,13.927658,-12.319094,0.460010,6.242954
0.020000,257.973658,210.520664,157.293215,13.681453,-12.310222,0.443559,6.244036
0.020000,258.242166,210.510289,157.561924,13.435437,-12.300814,0.470441,6.245093
0.020000,258.505772,210.500380,157.825715,13.189589,-12.292376,0.421894,6.246126
0.020000,258.764477,210.490919,158.084594,12.943915,-12.283708,0.433387,6.247135
0.020000,259.018285,210.481890,158.338562,12.698414,-12.275056,0.432616,6.248120
0.020000,259.267198,210.473278,158.587624,12.453078,-12.266817,0.411927,6.249082
0.020000,259.511218,210.465068,158.831782,12.207904,-12.258682,0.406777,6.250020
0.020000,259.750347,210.457243,159.071040,11.962891,-12.250647,0.401710,6.250935
0.020000,259.984590,210.449791,159.305400,11.718037,-12.242713,0.396721,6.251828
0.020000,260.213946,210.442697,159.534867,11.473329,-12.235406,0.365362,6.252698
0.020000,260.438421,210.435946,159.759442,11.228778,-12.227556,0.392496,6.253546
0.020000,260.658014,210.429527,159.979130,10.984372,-12.220263,0.364649,6.254372
0.020000,260.872730,210.423425,160.193932,10.740113,-12.212979,0.364185,6.255177
0.020000,261.082569,210.417629,160.403852,10.495986,-12.206337,0.332109,6.255960
0.020000,261.287536,210.412125,160.608892,10.252005,-12.199063,0.363721,6.256721
0.020000,261.487631,210.406903,160.809055,10.008156,-12.192443,0.330987,6.257462
0.020000,261.682857,210.401950,161.004344,9.764438,-12.185924,0.325956,6.258182
0.020000,261.873216,210.397256,161.194761,9.520847,-12.179504,0.320986,6.258881
0.020000,262.058710,210.392810,161.380308,9.277384,-12.173182,0.316072,6.259560
0.020000,262.239342,210.388601,161.560989,9.034035,-12.167460,0.286116,6.260219
0.020000,262.415118,210.384620,161.736810,8.791043,-12.149585,0.893743,6.260858
0.020000,262.586077,210.380855,161.907811,8.550057,-12.049314,5.013565,6.261477
0.020000,262.752289,210.377296,162.074061,8.312489,-11.878367,8.547327,6.262077
0.020000,262.913821,210.373933,162.235628,8.078336,-11.707662,8.535277,6.262658
0.020000,263.070740,210.370756,162.392580,7.847600,-11.536800,8.543080,6.263221
0.020000,263.223116,210.367755,162.544985,7.620269,-11.366567,8.511648,6.263765
0.020000,263.371016,210.364921,162.692912,7.396338,-11.196511,8.502829,6.264293
0.020000,263.514507,210.362247,162.836428,7.175806,-11.026626,8.494250,6.264803
0.020000,263.653658,210.359723,162.975601,6.958668,-10.856908,8.485904,6.265296
0.020000,263.788535,210.357342,163.110500,6.744921,-10.687352,8.477785,6.265772
0.020000,263.919207,210.355096,163.241191,6.534554,-10.518352,8.450019,6.266233
0.020000,264.045740,210.352979,163.367742,6.327568,-10.349271,8.454052,6.266678
0.020000,264.168203,210.350984,163.490221,6.123966,-10.180090,8.459012,6.267107
0.020000,264.286663,210.349103,163.608696,5.923729,-10.011884,8.410300,6.267521
0.020000,264.401187,210.347332,163.723233,5.726866,-9.843121,8.438190,6.267921
0.020000,264.511842,210.345664,163.833901,5.533373,-9.674686,8.421707,6.268306
0.020000,264.618695,210.344094,163.940766,5.343239,-9.506682,8.400233,6.268677
0.020000,264.721813,210.342616,164.043895,5.156460,-9.338955,8.386331,6.269034
0.020000,264.821265,210.341226,164.143356,4.973043,-9.170820,8.406744,6.269378
0.020000,264.917115,210.339918,164.239215,4.792980,-9.003155,8.383255,6.269709
0.020000,265.009432,210.338689,164.331541,4.616265,-8.835747,8.370429,6.270027
0.020000,265.098283,210.337533,164.420398,4.442897,-8.668448,8.364948,6.270332
0.020000,265.183734,210.336447,164.505856,4.272877,-8.500965,8.374139,6.270626
0.020000,265.265851,210.335428,164.587980,4.106203,-8.333720,8.362263,6.270907
0.020000,265.344703,210.334470,164.666837,3.942860,-8.167158,8.328057,6.271177
0.020000,265.420354,210.333571,164.742494,3.782860,-7.999973,8.359254,6.271435
0.020000,265.492873,210.332728,164.815018,3.626195,-7.833273,8.335013,6.271682
0.020000,265.562326,210.331937,164.884476,3.472863,-7.666579,8.334721,6.271918
0.020000,265.628779,210.331196,164.950933,3.322857,-7.500290,8.314447,6.272144
0.020000,265.692299,210.330502,165.014457,3.176189,-7.333414,8.343788,6.272360
0.020000,265.752953,210.329851,165.075113,3.032844,-7.167232,8.309098,6.272566
0.020000,265.810806,210.329242,165.132970,2.892817,-7.001350,8.294086,6.272761
0.020000,265.865925,210.328673,165.188092,2.756122,-6.834783,8.328348,6.272948
0.020000,265.918378,210.328141,165.240547,2.622747,-6.668744,8.301963,6.273125
0.020000,265.968229,210.327643,165.290401,2.492692,-6.502764,8.299002,6.273293
0.020000,266.015546,210.327179,165.337720,2.365955,-6.336841,8.296159,6.273453
0.020000,266.060394,210.326746,165.382571,2.242535,-6.170972,8.293432,6.273604
0.020000,266.102841,210.326342,165.425019,2.122432,-6.005156,8.290816,6.273746
0.020000,266.142952,210.325966,165.465132,2.005642,-5.839524,8.281581,6.273881
0.020000,266.180794,210.325616,165.502975,1.892161,-5.674060,8.273240,6.274008
0.020000,266.216432,210.325292,165.538615,1.781999,-5.508101,8.297940,6.274128
0.020000,266.249934,210.324990,165.572118,1.675149,-5.342470,8.281552,6.274240
0.020000,266.281365,210.324710,165.603550,1.571600,-5.177444,8.251287,6.274345
0.020000,266.310791,210.324452,165.632978,1.471367,-5.011678,8.288314,6.274444
0.020000,266.338279,210.324213,165.660467,1.374444,-4.846124,8.277692,6.274536
0.020000,266.363894,210.323992,165.686083,1.280818,-4.681306,8.240876,6.274622
0.020000,266.387703,210.323789,165.709893,1.190512,-4.515282,8.301218,6.274701
0.020000,266.409773,210.323603,165.731963,1.103498,-4.350709,8.228662,6.274775
0.020000,266.430168,210.323432,165.752359,1.019801,-4.184881,8.291369,6.274843
0.020000,266.448955,210.323276,165.771147,0.939403,-4.019896,8.249265,6.274906
0.020000,266.466201,210.323134,165.788393,0.862305,-3.854886,8.250505,6.274963
0.020000,266.481971,210.323004,165.804164,0.788519,-3.689279,8.280330,6.275016
0.020000,266.496331,210.322887,165.818524,0.718030,-3.524463,8.240825,6.275064
0.020000,266.509347,210.322782,165.831541,0.650841,-3.359477,8.249299,6.275107
0.020000,266.521086,210.322687,165.843280,0.586960,-3.194030,8.272365,6.275146
0.020000,266.531613,210.322603,165.853808,0.526380,-3.028992,8.251882,6.275181
0.020000,266.540995,210.322528,165.863190,0.469100,-2.864014,8.248918,6.275213
0.020000,266.549297,210.322462,165.871492,0.415114,-2.699276,8.236877,6.275240
0.020000,266.556585,210.322404,165.878781,0.364437,-2.533886,8.269480,6.275265
0.020000,266.562926,210.322354,165.885122,0.317059,-2.368885,8.250093,6.275286
0.020000,266.568386,210.322311,165.890582,0.272981,-2.203889,8.249797,6.275304
0.020000,266.573030,210.322274,165.895226,0.232203,-2.038898,8.249542,6.275319
0.020000,266.576924,210.322244,165.899120,0.194725,-1.873911,8.249322,6.275332
0.020000,266.580135,210.322219,165.902331,0.160546,-1.708929,8.249137,6.275343
0.020000,266.582728,210.322198,165.904925,0.129667,-1.543949,8.248983,6.275352
0.020000,266.584770,210.322182,165.906966,0.102088,-1.378972,8.248857,6.275358
0.020000,266.586326,210.322170,165.908523,0.077808,-1.213997,8.248757,6.275364
0.020000,266.587463,210.322161,165.909659,0.056828,-1.049023,8.248679,6.275367
0.020000,266.588246,210.322155,165.910442,0.039147,-0.884051,8.248621,6.275370
0.020000,266.588741,210.322151,165.910937,0.024765,-0.719079,8.248579,6.275372
0.020000,266.589014,210.322149,165.911211,0.013683,-0.554108,8.248551,6.275372
0.020000,266.589132,210.322148,165.911329,0.005900,-0.389137,8.248535,6.275373
0.020000,266.589161,210.322148,165.911357,0.001417,-0.224167,8.248526,6.275373
0.020000,266.589161,210.322148,165.911357,0.000000,-0.070841,7.666301,6.275373
